ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX100603,CUST001014,2025-08-10,Wrong Item Shipped,Email,24.2,5.0,"I can't log into my account, it says my password is invalid."
TIX100604,CUST005840,2026-06-26,Refund Status,Social Media,0.3,1.0,"The item I received was damaged during shipping, need a replacement."
TIX100605,CUST003560,2025-04-12,Billing Issue,Email,14.7,4.0,  the delivery guy left my package outside in the rain!!  
TIX100606,CUST000565,2024-12-19,Account Access,Phone,10.2,3.0,"I want to return this item, it doesn't fit as expected."
TIX100607,CUST004559,2024-10-09,Return Request,Social Media,15.5,3.0,"I want to return this item, it doesn't fit as expected."
TIX100608,CUST001057,2025-07-28,Product Question,Social Media,16.7,3.0,"Great service, just wanted to confirm my order status."
TIX100609,CUST003285,2024-09-08,Billing Issue,Phone,17.2,5.0,"I can't log into my account, it says my password is invalid."
TIX100610,CUST004164,2025-01-12,Product Question,Live Chat,7.8,4.0,"I was charged twice for order ORD104302, please refund the duplicate charge."
TIX100611,CUST002357,2025-09-20,Billing Issue,Phone,10.7,5.0,"I want to return this item, it doesn't fit as expected."
TIX100612,CUST001945,2025-05-11,Account Access,Social Media,0.3,5.0,When will my refund for the returned item be processed?
TIX100613,CUST004015,2024-12-06,Wrong Item Shipped,Phone,49.3,4.0,Can you tell me the warranty period on this product?
TIX100614,CUST001517,2024-10-28,Damaged Item,Email,79.6,4.0,When will my refund for the returned item be processed?
TIX100615,CUST005076,2025-02-15,Refund Status,Live Chat,9.2,4.0,"I was charged twice for order ORD105123, please refund the duplicate charge."
TIX100616,CUST001604,2025-06-01,Refund Status,Social Media,9.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100617,CUST004699,2026-03-11,Delivery Delay,Email,11.1,,"I want to return this item, it doesn't fit as expected."
TIX100618,CUST003096,2025-08-30,Refund Status,Social Media,6.3,3.0,"I can't log into my account, it says my password is invalid."
TIX100619,CUST000538,2024-11-23,Return Request,Phone,10.3,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100620,CUST001493,2025-08-17,Product Question,Social Media,8.0,2.0,Can you tell me the warranty period on this product?
TIX100621,CUST005882,2026-05-31,Delivery Delay,Live Chat,0.4,,"I was charged twice for order ORD102225, please refund the duplicate charge."
TIX100622,CUST000047,2025-07-17,Damaged Item,Email,2.4,5.0,"I was charged twice for order ORD125421, please refund the duplicate charge."
TIX100623,CUST004146,2025-09-12,Damaged Item,Live Chat,1.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100624,CUST001109,2025-07-05,Return Request,Phone,4.9,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100625,CUST003551,2025-09-25,Return Request,Phone,1.9,4.0,My order ORD112207 still hasn't arrived and it's been over a week.
TIX100626,CUST000050,2025-10-30,Refund Status,Social Media,4.7,4.0,My order ORD115384 still hasn't arrived and it's been over a week.
TIX100627,CUST005208,2025-03-31,Delivery Delay,Live Chat,0.1,5.0,Can you tell me the warranty period on this product?
TIX100628,CUST000845,2025-08-26,Product Question,Email,80.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX100629,CUST005700,2026-01-19,Account Access,Social Media,2.1,,"I want to return this item, it doesn't fit as expected."
TIX100630,CUST002870,2026-04-08,Delivery Delay,Phone,33.0,4.0,"I was charged twice for order ORD109367, please refund the duplicate charge."
TIX100631,CUST005166,2025-06-14,Wrong Item Shipped,Live Chat,1.9,4.0,"Great service, just wanted to confirm my order status."
TIX100632,CUST005840,2025-06-11,Account Access,Live Chat,6.7,4.0,When will my refund for the returned item be processed?
TIX100633,CUST002163,2025-05-10,Return Request,Phone,51.1,3.0,"Great service, just wanted to confirm my order status."
TIX100634,CUST000140,2026-01-23,Billing Issue,Live Chat,6.7,4.0,  the delivery guy left my package outside in the rain!!  
TIX100635,CUST005792,2026-01-31,Delivery Delay,Phone,19.1,,My order ORD126593 still hasn't arrived and it's been over a week.
TIX100636,CUST001980,2025-02-20,Product Question,Phone,6.9,4.0,  the delivery guy left my package outside in the rain!!  
TIX100637,CUST003762,2025-04-27,Return Request,Phone,51.5,3.0,"I want to return this item, it doesn't fit as expected."
TIX100638,CUST003484,2026-06-03,Billing Issue,Email,0.2,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100639,CUST002720,2025-10-23,Product Question,Social Media,5.2,5.0,"I want to return this item, it doesn't fit as expected."
TIX100640,CUST000932,2026-04-16,Delivery Delay,Social Media,9.6,,"The item I received was damaged during shipping, need a replacement."
TIX100641,CUST002634,2025-03-30,Delivery Delay,Phone,31.3,4.0,"Great service, just wanted to confirm my order status."
TIX100642,CUST006075,2024-09-21,Refund Status,Live Chat,15.3,,When will my refund for the returned item be processed?
TIX100643,CUST004678,2026-06-07,Return Request,Live Chat,40.5,4.0,"I can't log into my account, it says my password is invalid."
TIX100644,CUST000711,2025-06-17,Return Request,Social Media,38.7,,"The item I received was damaged during shipping, need a replacement."
TIX100645,CUST000928,2025-07-28,Billing Issue,Live Chat,55.9,1.0,"I want to return this item, it doesn't fit as expected."
TIX100646,CUST004480,2025-12-05,Account Access,Phone,3.6,4.0,"I was charged twice for order ORD113389, please refund the duplicate charge."
TIX100647,CUST002246,2025-10-29,Return Request,Social Media,9.9,,"I was charged twice for order ORD103990, please refund the duplicate charge."
TIX100648,CUST000904,2025-05-18,Account Access,Social Media,10.0,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100649,CUST001802,2025-11-25,Account Access,Email,2.4,4.0,"I want to return this item, it doesn't fit as expected."
TIX100650,CUST001943,2025-09-24,Delivery Delay,Email,52.2,4.0,"I can't log into my account, it says my password is invalid."
TIX100651,CUST002311,2025-09-28,Damaged Item,Email,8.1,4.0,My order ORD118014 still hasn't arrived and it's been over a week.
TIX100652,CUST002063,2025-10-30,Billing Issue,Email,18.4,5.0,My order ORD126229 still hasn't arrived and it's been over a week.
TIX100653,CUST004331,2026-06-20,Product Question,Social Media,16.7,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100654,CUST000089,2025-05-16,Damaged Item,Email,4.9,5.0,"I was charged twice for order ORD100500, please refund the duplicate charge."
TIX100655,CUST000640,2025-07-27,Damaged Item,Phone,15.3,3.0,"I want to return this item, it doesn't fit as expected."
TIX100656,CUST001748,2026-06-25,Billing Issue,Phone,5.3,1.0,  the delivery guy left my package outside in the rain!!  
TIX100657,CUST004586,2025-07-06,Return Request,Phone,6.1,,"Great service, just wanted to confirm my order status."
TIX100658,CUST001522,2025-08-22,Refund Status,Live Chat,14.4,3.0,"I can't log into my account, it says my password is invalid."
TIX100659,CUST000209,2025-11-01,Refund Status,Email,11.0,2.0,Can you tell me the warranty period on this product?
TIX100660,CUST003368,2026-03-07,Billing Issue,Phone,9.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX100661,CUST006081,2025-03-01,Product Question,Email,9.0,3.0,  the delivery guy left my package outside in the rain!!  
TIX100662,CUST003657,2025-03-18,Product Question,Social Media,25.3,5.0,"I was charged twice for order ORD120426, please refund the duplicate charge."
TIX100663,CUST002063,2025-02-14,Account Access,Phone,5.9,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100664,CUST002496,2026-01-15,Damaged Item,Social Media,6.7,3.0,"The item I received was damaged during shipping, need a replacement."
TIX100665,CUST001717,2026-03-25,Billing Issue,Email,15.6,4.0,My order ORD104190 still hasn't arrived and it's been over a week.
TIX100666,CUST001271,2026-02-25,Account Access,Phone,60.0,4.0,  the delivery guy left my package outside in the rain!!  
TIX100667,CUST001303,2024-10-25,Return Request,Email,6.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX100668,CUST001496,2025-08-28,Refund Status,Phone,9.7,4.0,My order ORD110361 still hasn't arrived and it's been over a week.
TIX100669,CUST001589,2025-02-24,Account Access,Social Media,2.5,4.0,"Great service, just wanted to confirm my order status."
TIX100670,CUST003065,2025-04-13,Account Access,Social Media,18.4,3.0,"I can't log into my account, it says my password is invalid."
TIX100671,CUST003974,2026-04-01,Return Request,Phone,5.2,4.0,"I want to return this item, it doesn't fit as expected."
TIX100672,CUST001514,2025-06-01,Wrong Item Shipped,Social Media,13.4,5.0,"I was charged twice for order ORD127123, please refund the duplicate charge."
TIX100673,CUST004402,2026-03-23,Delivery Delay,Email,9.8,5.0,"I can't log into my account, it says my password is invalid."
TIX100674,CUST000484,2026-03-06,Damaged Item,Live Chat,26.9,2.0,Can you tell me the warranty period on this product?
TIX100675,CUST005248,2025-07-20,Account Access,Email,32.2,,"I was charged twice for order ORD108752, please refund the duplicate charge."
TIX100676,CUST004884,2025-07-06,Delivery Delay,Live Chat,24.1,5.0,Can you tell me the warranty period on this product?
TIX100677,CUST004047,2024-10-17,Product Question,Social Media,10.8,4.0,  the delivery guy left my package outside in the rain!!  
TIX100678,CUST006046,2025-09-17,Product Question,Live Chat,9.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100679,CUST002416,2026-06-13,Refund Status,Live Chat,9.6,4.0,Can you tell me the warranty period on this product?
TIX100680,CUST000631,2025-03-30,Damaged Item,Phone,12.5,,"The item I received was damaged during shipping, need a replacement."
TIX100681,CUST000283,2025-02-02,Wrong Item Shipped,Email,17.4,4.0,  the delivery guy left my package outside in the rain!!  
TIX100682,CUST004942,2026-04-25,Product Question,Email,7.1,,Can you tell me the warranty period on this product?
TIX100683,CUST002785,2026-04-29,Billing Issue,Social Media,23.7,3.0,"Great service, just wanted to confirm my order status."
TIX100684,CUST004969,2025-05-03,Refund Status,Phone,42.6,4.0,  the delivery guy left my package outside in the rain!!  
TIX100685,CUST001374,2026-03-16,Wrong Item Shipped,Social Media,1.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100686,CUST001876,2026-03-07,Billing Issue,Live Chat,0.4,4.0,  the delivery guy left my package outside in the rain!!  
TIX100687,CUST001986,2025-07-25,Product Question,Social Media,20.3,5.0,"I was charged twice for order ORD105095, please refund the duplicate charge."
TIX100688,CUST005630,2025-05-30,Billing Issue,Phone,18.7,4.0,"I was charged twice for order ORD105147, please refund the duplicate charge."
TIX100689,CUST002071,2024-12-25,Delivery Delay,Social Media,11.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100690,CUST000847,2025-04-09,Return Request,Live Chat,31.7,2.0,When will my refund for the returned item be processed?
TIX100691,CUST005847,2024-12-07,Damaged Item,Email,24.9,5.0,  the delivery guy left my package outside in the rain!!  
TIX100692,CUST000393,2026-01-29,Product Question,Email,61.2,4.0,When will my refund for the returned item be processed?
TIX100693,CUST005182,2025-08-18,Product Question,Email,32.5,3.0,"I was charged twice for order ORD122834, please refund the duplicate charge."
TIX100694,CUST000275,2026-01-11,Wrong Item Shipped,Live Chat,1.5,2.0,"Great service, just wanted to confirm my order status."
TIX100695,CUST003921,2026-03-13,Delivery Delay,Email,9.7,3.0,My order ORD120116 still hasn't arrived and it's been over a week.
TIX100696,CUST003941,2025-01-05,Delivery Delay,Live Chat,7.9,5.0,"I was charged twice for order ORD114979, please refund the duplicate charge."
TIX100697,CUST001035,2026-03-13,Damaged Item,Phone,32.4,5.0,  the delivery guy left my package outside in the rain!!  
TIX100698,CUST004588,2026-04-19,Damaged Item,Phone,4.8,,"I can't log into my account, it says my password is invalid."
TIX100699,CUST005928,2026-04-30,Delivery Delay,Social Media,2.1,2.0,Can you tell me the warranty period on this product?
TIX100700,CUST001941,2025-08-10,Wrong Item Shipped,Email,1.5,4.0,"I was charged twice for order ORD108045, please refund the duplicate charge."
TIX100701,CUST004809,2025-03-06,Billing Issue,Phone,14.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX100702,CUST004873,2025-07-13,Refund Status,Social Media,6.6,5.0,Can you tell me the warranty period on this product?
TIX100703,CUST005674,2024-12-10,Refund Status,Phone,3.8,5.0,Can you tell me the warranty period on this product?
TIX100704,CUST004356,2025-05-12,Refund Status,Live Chat,43.2,5.0,When will my refund for the returned item be processed?
TIX100705,CUST001574,2025-01-16,Return Request,Social Media,0.3,5.0,"Great service, just wanted to confirm my order status."
TIX100706,CUST000277,2025-02-04,Refund Status,Social Media,10.5,4.0,"Great service, just wanted to confirm my order status."
TIX100707,CUST002799,2026-03-05,Wrong Item Shipped,Phone,12.0,3.0,"I can't log into my account, it says my password is invalid."
TIX100708,CUST004745,2024-10-29,Wrong Item Shipped,Phone,13.9,5.0,"Great service, just wanted to confirm my order status."
TIX100709,CUST002645,2026-01-10,Delivery Delay,Live Chat,25.7,4.0,"I was charged twice for order ORD127194, please refund the duplicate charge."
TIX100710,CUST004995,2025-07-21,Account Access,Email,0.1,,"I can't log into my account, it says my password is invalid."
TIX100711,CUST005639,2026-04-07,Wrong Item Shipped,Phone,4.9,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100712,CUST003220,2024-11-02,Damaged Item,Phone,27.4,4.0,"Great service, just wanted to confirm my order status."
TIX100713,CUST002283,2025-11-04,Wrong Item Shipped,Social Media,7.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX100714,CUST000763,2024-11-23,Account Access,Social Media,15.4,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100715,CUST004289,2024-11-05,Damaged Item,Social Media,6.0,3.0,"I want to return this item, it doesn't fit as expected."
TIX100716,CUST000088,2025-03-26,Billing Issue,Email,1.6,,  the delivery guy left my package outside in the rain!!  
TIX100717,CUST004784,2025-01-30,Refund Status,Email,5.2,1.0,"The item I received was damaged during shipping, need a replacement."
TIX100718,CUST000876,2025-12-08,Account Access,Phone,31.3,5.0,Can you tell me the warranty period on this product?
TIX100719,CUST000244,2024-11-05,Product Question,Social Media,7.5,4.0,"Great service, just wanted to confirm my order status."
TIX100720,CUST003663,2025-12-20,Delivery Delay,Live Chat,14.3,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100721,CUST002750,2025-12-26,Product Question,Phone,0.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX100722,CUST005378,2024-10-14,Wrong Item Shipped,Phone,13.3,4.0,When will my refund for the returned item be processed?
TIX100723,CUST000139,2025-03-10,Wrong Item Shipped,Social Media,23.2,5.0,"I was charged twice for order ORD104107, please refund the duplicate charge."
TIX100724,CUST000356,2025-01-02,Return Request,Live Chat,15.7,5.0,"I want to return this item, it doesn't fit as expected."
TIX100725,CUST004609,2025-03-16,Wrong Item Shipped,Live Chat,0.4,5.0,"I want to return this item, it doesn't fit as expected."
TIX100726,CUST002983,2025-10-17,Return Request,Email,0.4,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100727,CUST000260,2025-01-06,Delivery Delay,Social Media,39.3,,Can you tell me the warranty period on this product?
TIX100728,CUST004986,2025-07-18,Refund Status,Phone,4.3,4.0,"I can't log into my account, it says my password is invalid."
TIX100729,CUST004619,2025-08-26,Account Access,Phone,20.7,4.0,Can you tell me the warranty period on this product?
TIX100730,CUST004083,2024-09-04,Return Request,Social Media,0.6,,"Great service, just wanted to confirm my order status."
TIX100731,CUST003220,2025-01-26,Billing Issue,Phone,6.5,5.0,"I can't log into my account, it says my password is invalid."
TIX100732,CUST005145,2025-08-10,Account Access,Live Chat,7.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100733,CUST000523,2025-05-01,Damaged Item,Live Chat,34.4,5.0,My order ORD109685 still hasn't arrived and it's been over a week.
TIX100734,CUST001582,2024-10-24,Billing Issue,Social Media,29.4,4.0,Can you tell me the warranty period on this product?
TIX100735,CUST003170,2026-03-14,Product Question,Live Chat,32.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX100736,CUST002916,2025-06-12,Product Question,Social Media,51.2,4.0,My order ORD106167 still hasn't arrived and it's been over a week.
TIX100737,CUST004881,2025-08-31,Account Access,Phone,8.4,5.0,Can you tell me the warranty period on this product?
TIX100738,CUST003759,2025-03-13,Refund Status,Live Chat,4.4,3.0,  the delivery guy left my package outside in the rain!!  
TIX100739,CUST002541,2026-02-25,Wrong Item Shipped,Live Chat,24.0,5.0,"I want to return this item, it doesn't fit as expected."
TIX100740,CUST000078,2025-08-24,Delivery Delay,Social Media,1.6,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100741,CUST000046,2024-11-20,Damaged Item,Social Media,68.3,5.0,When will my refund for the returned item be processed?
TIX100742,CUST000433,2025-10-16,Account Access,Live Chat,24.6,4.0,  the delivery guy left my package outside in the rain!!  
TIX100743,CUST001758,2025-06-27,Billing Issue,Social Media,6.0,5.0,When will my refund for the returned item be processed?
TIX100744,CUST000326,2026-02-10,Account Access,Phone,28.2,2.0,  the delivery guy left my package outside in the rain!!  
TIX100745,CUST004164,2024-09-25,Refund Status,Live Chat,43.6,5.0,"I was charged twice for order ORD113204, please refund the duplicate charge."
TIX100746,CUST003229,2025-09-30,Refund Status,Phone,3.0,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100747,CUST005609,2026-06-17,Wrong Item Shipped,Social Media,19.5,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100748,CUST001588,2026-03-26,Refund Status,Phone,2.8,4.0,Can you tell me the warranty period on this product?
TIX100749,CUST002213,2025-10-28,Account Access,Phone,15.1,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100750,CUST003534,2025-04-26,Billing Issue,Social Media,3.6,5.0,When will my refund for the returned item be processed?
TIX100751,CUST001145,2026-02-23,Delivery Delay,Live Chat,12.9,4.0,Can you tell me the warranty period on this product?
TIX100752,CUST005076,2024-09-30,Damaged Item,Social Media,12.4,3.0,Can you tell me the warranty period on this product?
TIX100753,CUST004835,2025-03-12,Billing Issue,Phone,6.4,3.0,"Great service, just wanted to confirm my order status."
TIX100754,CUST004813,2026-04-25,Billing Issue,Email,1.0,5.0,"I was charged twice for order ORD112652, please refund the duplicate charge."
TIX100755,CUST006012,2024-10-11,Product Question,Email,27.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX100756,CUST001616,2025-10-27,Return Request,Social Media,11.6,5.0,Can you tell me the warranty period on this product?
TIX100757,CUST001629,2025-10-13,Damaged Item,Phone,20.4,5.0,"I can't log into my account, it says my password is invalid."
TIX100758,CUST002016,2026-02-04,Product Question,Phone,37.2,1.0,"I was charged twice for order ORD110803, please refund the duplicate charge."
TIX100759,CUST005213,2025-01-04,Refund Status,Live Chat,5.3,5.0,"Great service, just wanted to confirm my order status."
TIX100760,CUST001433,2025-06-24,Product Question,Social Media,15.6,5.0,"Great service, just wanted to confirm my order status."
TIX100761,CUST000717,2025-08-10,Delivery Delay,Social Media,30.8,5.0,"I can't log into my account, it says my password is invalid."
TIX100762,CUST001629,2024-10-16,Delivery Delay,Social Media,48.6,4.0,Can you tell me the warranty period on this product?
TIX100763,CUST004887,2025-06-08,Damaged Item,Email,1.3,4.0,When will my refund for the returned item be processed?
TIX100764,CUST000237,2025-03-07,Account Access,Social Media,2.9,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100765,CUST002227,2026-03-08,Refund Status,Live Chat,2.3,3.0,  the delivery guy left my package outside in the rain!!  
TIX100766,CUST004042,2025-01-14,Product Question,Phone,2.0,1.0,"I want to return this item, it doesn't fit as expected."
TIX100767,CUST002023,2025-05-05,Product Question,Live Chat,45.8,4.0,"Great service, just wanted to confirm my order status."
TIX100768,CUST003035,2024-10-12,Billing Issue,Live Chat,18.4,5.0,  the delivery guy left my package outside in the rain!!  
TIX100769,CUST005989,2024-11-09,Delivery Delay,Phone,37.6,5.0,"I was charged twice for order ORD102067, please refund the duplicate charge."
TIX100770,CUST004786,2025-10-13,Damaged Item,Live Chat,10.1,4.0,  the delivery guy left my package outside in the rain!!  
TIX100771,CUST001805,2025-04-04,Delivery Delay,Live Chat,40.1,5.0,"I was charged twice for order ORD103582, please refund the duplicate charge."
TIX100772,CUST004413,2025-07-09,Return Request,Phone,18.2,5.0,"I want to return this item, it doesn't fit as expected."
TIX100773,CUST002475,2025-09-18,Billing Issue,Live Chat,28.8,5.0,  the delivery guy left my package outside in the rain!!  
TIX100774,CUST004191,2025-02-11,Refund Status,Email,15.5,4.0,My order ORD111191 still hasn't arrived and it's been over a week.
TIX100775,CUST005264,2024-11-20,Refund Status,Social Media,6.4,4.0,"I want to return this item, it doesn't fit as expected."
TIX100776,CUST003419,2025-09-23,Damaged Item,Phone,15.0,,  the delivery guy left my package outside in the rain!!  
TIX100777,CUST003223,2026-04-22,Damaged Item,Live Chat,23.4,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX100778,CUST005223,2026-02-23,Billing Issue,Social Media,19.9,,"The item I received was damaged during shipping, need a replacement."
TIX100779,CUST000791,2026-05-26,Product Question,Phone,11.3,2.0,Can you tell me the warranty period on this product?
TIX100780,CUST000758,2025-09-30,Wrong Item Shipped,Social Media,0.4,5.0,  the delivery guy left my package outside in the rain!!  
TIX100781,CUST001227,2025-07-04,Product Question,Phone,312.0,,Can you tell me the warranty period on this product?
TIX100782,CUST005743,2025-05-08,Account Access,Social Media,46.8,5.0,My order ORD119673 still hasn't arrived and it's been over a week.
TIX100783,CUST003614,2025-09-12,Refund Status,Phone,46.7,5.0,"I was charged twice for order ORD111165, please refund the duplicate charge."
TIX100784,CUST004322,2024-09-27,Delivery Delay,Phone,35.5,5.0,Can you tell me the warranty period on this product?
TIX100785,CUST000437,2024-09-21,Delivery Delay,Live Chat,17.4,5.0,"I was charged twice for order ORD100357, please refund the duplicate charge."
TIX100786,CUST001341,2025-10-24,Wrong Item Shipped,Email,12.8,2.0,"I can't log into my account, it says my password is invalid."
TIX100787,CUST001106,2024-10-24,Account Access,Live Chat,0.4,4.0,My order ORD112247 still hasn't arrived and it's been over a week.
TIX100788,CUST001655,2025-09-03,Billing Issue,Phone,7.8,,  the delivery guy left my package outside in the rain!!  
TIX100789,CUST002156,2025-05-06,Product Question,Live Chat,34.6,,"Great service, just wanted to confirm my order status."
TIX100790,CUST000200,2025-09-18,Delivery Delay,Email,3.1,2.0,"Great service, just wanted to confirm my order status."
TIX100791,CUST003385,2026-01-02,Refund Status,Phone,29.6,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100792,CUST003983,2026-01-13,Damaged Item,Social Media,5.7,5.0,"I can't log into my account, it says my password is invalid."
TIX100793,CUST004858,2026-05-17,Billing Issue,Email,14.3,5.0,Can you tell me the warranty period on this product?
TIX100794,CUST003661,2025-01-31,Return Request,Email,6.2,,"Wrong item was shipped to me, I ordered a different color."
TIX100795,CUST000609,2026-01-27,Refund Status,Social Media,5.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100796,CUST000422,2026-03-28,Account Access,Phone,37.1,4.0,"I was charged twice for order ORD101882, please refund the duplicate charge."
TIX100797,CUST004843,2025-01-23,Account Access,Email,21.2,2.0,"Great service, just wanted to confirm my order status."
TIX100798,CUST003418,2024-09-29,Billing Issue,Social Media,4.4,5.0,"I was charged twice for order ORD116050, please refund the duplicate charge."
TIX100799,CUST003475,2025-01-14,Return Request,Social Media,11.7,4.0,"I was charged twice for order ORD118186, please refund the duplicate charge."
TIX100800,CUST003264,2025-08-21,Wrong Item Shipped,Live Chat,12.9,5.0,Can you tell me the warranty period on this product?
TIX100801,CUST004065,2025-06-15,Refund Status,Phone,23.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX100802,CUST003861,2024-09-06,Wrong Item Shipped,Live Chat,20.5,,My order ORD109307 still hasn't arrived and it's been over a week.
TIX100803,CUST004484,2025-03-16,Refund Status,Live Chat,20.2,2.0,When will my refund for the returned item be processed?
TIX100804,CUST004381,2026-01-15,Account Access,Email,8.6,2.0,"Great service, just wanted to confirm my order status."
TIX100805,CUST004455,2025-10-26,Damaged Item,Email,4.7,,"The item I received was damaged during shipping, need a replacement."
TIX100806,CUST001097,2026-05-18,Delivery Delay,Email,12.6,5.0,"I can't log into my account, it says my password is invalid."
TIX100807,CUST001621,2025-07-18,Return Request,Live Chat,25.3,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX100808,CUST001627,2025-01-23,Damaged Item,Social Media,41.1,5.0,  the delivery guy left my package outside in the rain!!  
TIX100809,CUST002484,2025-12-08,Wrong Item Shipped,Email,23.8,2.0,My order ORD107159 still hasn't arrived and it's been over a week.
TIX100810,CUST001377,2025-10-27,Account Access,Phone,9.0,1.0,"I was charged twice for order ORD119153, please refund the duplicate charge."
TIX100811,CUST004746,2025-11-11,Delivery Delay,Phone,56.7,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100812,CUST001920,2026-01-10,Account Access,Social Media,36.3,5.0,  the delivery guy left my package outside in the rain!!  
TIX100813,CUST004021,2026-06-19,Product Question,Live Chat,42.3,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX100814,CUST004626,2025-03-03,Damaged Item,Live Chat,6.0,4.0,"I can't log into my account, it says my password is invalid."
TIX100815,CUST003055,2025-10-10,Damaged Item,Social Media,73.3,3.0,"I want to return this item, it doesn't fit as expected."
TIX100816,CUST004640,2024-09-07,Refund Status,Social Media,5.7,2.0,"I can't log into my account, it says my password is invalid."
TIX100817,CUST000461,2024-11-10,Damaged Item,Phone,3.2,3.0,"Great service, just wanted to confirm my order status."
TIX100818,CUST000083,2024-12-23,Delivery Delay,Social Media,4.3,4.0,  the delivery guy left my package outside in the rain!!  
TIX100819,CUST005115,2024-10-17,Return Request,Live Chat,18.8,5.0,"Great service, just wanted to confirm my order status."
TIX100820,CUST000999,2026-06-30,Delivery Delay,Social Media,9.2,,"I was charged twice for order ORD123999, please refund the duplicate charge."
TIX100821,CUST003283,2024-10-04,Delivery Delay,Email,3.2,,Can you tell me the warranty period on this product?
TIX100822,CUST000397,2026-05-09,Damaged Item,Phone,24.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX100823,CUST002208,2025-11-03,Account Access,Phone,2.7,5.0,"I was charged twice for order ORD105202, please refund the duplicate charge."
TIX100824,CUST005780,2025-03-17,Product Question,Email,1.4,1.0,Can you tell me the warranty period on this product?
TIX100825,CUST001569,2025-11-06,Product Question,Live Chat,35.0,,  the delivery guy left my package outside in the rain!!  
TIX100826,CUST000757,2024-09-07,Wrong Item Shipped,Email,14.0,4.0,"I want to return this item, it doesn't fit as expected."
TIX100827,CUST002625,2025-12-09,Damaged Item,Email,18.3,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX100828,CUST004593,2026-05-07,Account Access,Email,122.0,2.0,"Great service, just wanted to confirm my order status."
TIX100829,CUST001390,2025-09-17,Damaged Item,Live Chat,56.2,1.0,  the delivery guy left my package outside in the rain!!  
TIX100830,CUST006049,2026-04-05,Wrong Item Shipped,Email,9.7,2.0,  the delivery guy left my package outside in the rain!!  
TIX100831,CUST005740,2024-11-29,Billing Issue,Social Media,12.2,1.0,My order ORD114692 still hasn't arrived and it's been over a week.
TIX100832,CUST003007,2025-06-02,Refund Status,Live Chat,1.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX100833,CUST000211,2025-08-08,Billing Issue,Phone,12.1,1.0,When will my refund for the returned item be processed?
TIX100834,CUST002850,2026-05-27,Wrong Item Shipped,Phone,5.9,5.0,Can you tell me the warranty period on this product?
TIX100835,CUST001034,2026-04-23,Delivery Delay,Email,25.5,2.0,"I want to return this item, it doesn't fit as expected."
TIX100836,CUST003140,2025-07-01,Billing Issue,Social Media,8.1,4.0,"I can't log into my account, it says my password is invalid."
TIX100837,CUST002166,2024-12-11,Wrong Item Shipped,Email,0.2,5.0,"The item I received was damaged during shipping, need a replacement."
TIX100838,CUST001770,2025-07-07,Damaged Item,Social Media,22.4,4.0,"Great service, just wanted to confirm my order status."
TIX100839,CUST005826,2025-11-01,Return Request,Social Media,4.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX100840,CUST001262,2025-05-18,Damaged Item,Social Media,5.8,,My order ORD124365 still hasn't arrived and it's been over a week.
TIX100841,CUST001832,2024-09-20,Account Access,Social Media,1.5,4.0,"I was charged twice for order ORD127448, please refund the duplicate charge."
